video_id,comment
EL7OF3Kqw-4,"Ajhai pani chitta chai bujeko xaina hai yo manxe dekhi. Thau ma pugeko manxe le nai bolne awasar pauda pani agatilo chij bolesi. Talent vako ho ani appreciate pani garthiye paile dekhai nai. Tara pani media ko aagadi yesto controversial kura chai garna vayena. Kasailai man parla naparla afno afno opinion ho but desh ra desh ko manxe ko awasta herera pani bolna parney hunxa. “Daudida kheri kaile kai sano patthar ma thes lagera pani thulo durghatana ghatna sakxa”. As a public figure be careful what you speak about and what are its consequences on people vanera !
“Purna bahadur ko saragi” ko safalta paxi aafai industry ma aauna lagda thulo aasha thiyo! But your act on that day was already enough to watch the movie!

Ramro hous falos fulos ! Yeti comment garna aako."
EL7OF3Kqw-4,आखामा सपना केसरी 😂😂😂
EL7OF3Kqw-4,प्रकास सपुत को फिल्म कुनै जातिय बिभेद मेटाउन बनेको फिल्म होइन योत यक धर्म प्रचारक फिल्म हो जुन काहानि यो फिल्म मा छ त्यो काहानि को समय हेर्ने हो भने त्यो बेला नत इसाइ थे नत चर्च नै थे यो यक धर्म प्रचार गर्न गरियको फिल्म हो नत्र हाम्रो समाज  को कुरिति देखाय्र यक आस्था लाइ गिराउने र अर्को आस्था लाइ सर्बसेरेस्ठ बनाउने कम हुदैन थियो होला म कसैको बिरोध त गर्दैन तर देश अनुसार को भेश गर्नु पर्छ भन्थे नेपाल यक देभ भुमि हो यहा बिहे गर्दा सारि मा सजियर श्रीङ्गार ले सजियर बस्ने गर्छन सेतो कपडा कुन बेला लगाउछन त्यो सब लाइ थाछ जे सुकै होस मैले भनेर के हुने होर बधाइ छ प्रकास सपुत दाइ लाइ धर्म प्रचार गरेको मा राम्रै आम्दानि आउछ केपि ओलि को सपोर्ट पनि राम्रै छ congratulations #basanta
EL7OF3Kqw-4,मन  छुने line wowwwww😊😊😊😊 nice song
EL7OF3Kqw-4,Wow ❤❤❤❤❤❤❤❤
EL7OF3Kqw-4,Dami xa daju.  Big fan 🎉 sab aata hai ta
EL7OF3Kqw-4,Congratulations team ❤
EL7OF3Kqw-4,Op ❤❤
EL7OF3Kqw-4,❤❤
EL7OF3Kqw-4,❤❤❤❤❤❤❤❤❤
EL7OF3Kqw-4,Nice❤
EL7OF3Kqw-4,Naya channel lai sport plzz guy 🙏🙏🙏
EL7OF3Kqw-4,बधाई छ दाइ अझै सफलता को पैला सदै अघाडि सरोस 🎉🎉🎉🎉🎉🎉🎉
EL7OF3Kqw-4,"आंखामा केशरि , भन्ने गित सुनेर कम्पोज गरिएछ नि दाई"
EL7OF3Kqw-4,Nice💖
EL7OF3Kqw-4,Kp ko
EL7OF3Kqw-4,best weshes
EL7OF3Kqw-4,Prakash saput  जी को करियर ओरालो लाग्यो अब
EL7OF3Kqw-4,आखामा सपना केसरी जस्तो लाउनि यता है
EL7OF3Kqw-4,Wow so amazing sweet song I lovet. prakash dai ❤❤❤
EL7OF3Kqw-4,Aha best wishes sir ❤❤❤😊
EL7OF3Kqw-4,Aakha ma sapana kesari songs ko 1:33 kabaddi 4 ko geet jasto lagyo
EL7OF3Kqw-4,"Flim hall mai man pareko geet ho yo geet❤
Ra hijo YouTube ma upload vaye paxii anytime suneko sunai xuu❤"
EL7OF3Kqw-4,Sarara.....❤😊
EL7OF3Kqw-4,❤❤❤❤❤
EL7OF3Kqw-4,प्रकाश दाइको एक्दम ठुलो फ्यान ☺️☺️
EL7OF3Kqw-4,❤❤❤❤
EL7OF3Kqw-4,Kati ramro geet
EL7OF3Kqw-4,दमदार छ है
EL7OF3Kqw-4,अति राम्रो छ है
EL7OF3Kqw-4,Kada khabapu ❤❤🎉🎉🎉
EL7OF3Kqw-4,"Prakash ji goodluck#
https://youtube.com/@zennirasailiofficial?si=Bow6l_bPi_xRZj7i"
EL7OF3Kqw-4,🎉🎉
EL7OF3Kqw-4,Wow great song big fan
EL7OF3Kqw-4,Movie yakdam ramro chha ❤❤
EL7OF3Kqw-4,एउटा गीत होइन दुईटा गीत होइन प्रकाश सपुतज्यूका हरेक गीतमा सरस्वतीले बास गरेको हुन्छ। मान्छेमा कला त हुन्छ तर हजुरमा यति कला भरिएको छ कि हजुर पूरा सरस्वतीको रूप लाग्छ मलाई❤
EL7OF3Kqw-4,आज सम्म हेरेको फिलिम हरु मध्य एकदमै कथा र सन्देशमूलक फिलिम आहा ❤बधाई तथा शुभकामना ❤❤आहा ❤प्रकाश सपुत ❤नाम मात्र होइन एउटा समाज को यथार्थ चित्रण  गर्न  सक्ने व्यक्ति ❤❤❤
EL7OF3Kqw-4,jasto name saput testai kaam salut xa
EL7OF3Kqw-4,Jo sukai ley jati girauna khojya pani kala gala ra creation ma prakash saput ji lai kasaile paxadi parnai sakdaina yo dhruva sattya kura ho 🙏♥️
EL7OF3Kqw-4,.motho anand auni mn sunirani song
EL7OF3Kqw-4,🎉🎉🎉🎉🎉
EL7OF3Kqw-4,❤❤❤❤❤❤
EL7OF3Kqw-4,❤❤❤❤❤❤❤❤
EL7OF3Kqw-4,यो गीत प्रकाश जी लाई शुट भएन अरु कसैलाई गाउन दिएको भए अझै मिठास सुन्न पाइने थियो
EL7OF3Kqw-4,Really amazing🎉❤❤❤
EL7OF3Kqw-4,Maily aaja movie here  ramro xa daju good luck 🎉❤❤
EL7OF3Kqw-4,फेरि केपि लाई भेटे हुन्छ
EL7OF3Kqw-4,साच्चिकै दामी छ कथा सम्वाद स्क्रिनप्ले । माने प्रकाश सपुतलाइ । वा वा वा
EL7OF3Kqw-4,❤❤❤❤❤❤❤❤
EL7OF3Kqw-4,Prakash sir namaskar
EL7OF3Kqw-4,Parkash  sir ko basanta film YouTube ma upload gareko xa kasaile report garna paryo....
EL7OF3Kqw-4,अत्यन्तै मिठो गित मन छोयो ❤️❤️❤️❤️❤️
EL7OF3Kqw-4,Kati mitho geet sabaile sunam la
EL7OF3Kqw-4,Best🎉❤ paraksh daii super
EL7OF3Kqw-4,💁🏻
EL7OF3Kqw-4,राम्रो
EL7OF3Kqw-4,अतेन्तै उतकिरिस्ट गित ह्जुर❤❤🙏🙏
EL7OF3Kqw-4,"The film ""#Basant"" is based on the reality of society, where aspects such as corruption, bad customs, religion, politics, and the education system that society has been adopting are realistically depicted. The ""society versus society"" created by such aspects and the obstacles posed by society's superstitions, consciousness level, politics, and economic situation to the youth who raise their voices against it are presented in an interesting manner."
EL7OF3Kqw-4,film dami llagyo❤
EL7OF3Kqw-4,"बाहुन वाद बाट नडराउनु प्रकाश दाइ 
फलप फिल्म होला तर सोच बिचार होइन"
EL7OF3Kqw-4,"Aha, man chhune khalko sirjana ❤❤"
EL7OF3Kqw-4,Best songs l
EL7OF3Kqw-4,Sabaile share gardim ani follow garum ak arkalai❤
EL7OF3Kqw-4,Waw waw❤❤❤
EL7OF3Kqw-4,केपी ओलीको झोलेको फिल्म हेर्नु हुँदैन 🙄😏😏😏😡😡😡😡
EL7OF3Kqw-4,❤❤❤
EL7OF3Kqw-4,Nice song
EL7OF3Kqw-4,Movie  ramro dil khus huwa geet haru nai kati ramro raixa
EL7OF3Kqw-4,Movie  ramro dil khus huwa geet haru nai kati ramro raixa
EL7OF3Kqw-4,All song’s  rocks aru kahile release hunxa
EL7OF3Kqw-4,फिलिम हेरियो राम्रो लाग्यो हासियो पनि रोईयो पनि 👌👌
EL7OF3Kqw-4,साह्रै मिठो भाव अनि अति मिठो सब्दहरु🌸🌸💜💜😢😢
EL7OF3Kqw-4,"Din sakiyeka hun aba dajai 
Kp bako gungan gauda ka pujnu vayo 
Hera bijok"
EL7OF3Kqw-4,जुनै सृजना पनि अब्बल हुन्छन प्रकाश जि को त्यस्मा दुई मत छैन फिल्म पनि उति नै उत्कृस्ट होला जस्तो लाग्छ मलाइ त।
vtwPcGP1B5g,"फिल्म को कथा र केपि बा को तारिफ फरक कुरा हुन्।प्रकाश सपूत ले आफ्नो देशको प्रधानमन्त्री लाइ कुन रुपमा लिन्छ्न वा चिन्छन त्यो उनको कुरा हो। हो म पनि केपि को कट्टर बिरोधी त हो, तर प्रकाश सपूतको असली फ्यान पनि। चाहे उनले राजाको गुनगान गाउन , चाहे प्रचण्ड , चाहे देउवा उनको सिर्जना सधैं खास हुन्छ्। म त जाने हो।"
vtwPcGP1B5g,"फिल्म को कथा र केपि बा को तारिफ फरक कुरा हुन्।प्रकाश सपूत ले आफ्नो देशको प्रधानमन्त्री लाइ कुन रुपमा लिन्छ्न वा चिन्छन त्यो उनको कुरा हो। हो म पनि केपि को कट्टर बिरोधी त हो, तर प्रकाश सपूतको असली फ्यान पनि। चाहे उनले राजाको गुनगान गाउन , चाहे प्रचण्ड , चाहे देउवा उनको सिर्जना सधैं खास हुन्छ्। आफु त हेरिन्छ मज्जाले।"
vtwPcGP1B5g,Think You  Prakash dai And swastima Didi❤❤❤❤❤❤❤
vtwPcGP1B5g,Good luck ❤❤❤
vtwPcGP1B5g,Best wishes for your movie and yours acting toooo...😊😊😊😊😊😊😊😊
vtwPcGP1B5g,Hall ma gayera ta herinna
vtwPcGP1B5g,❤
vtwPcGP1B5g,"Maila Basanta flim hera 
Flim ramro xa 
We are superstation society 
Good information All the 
Best movie 😢😢"
vtwPcGP1B5g,Garo xa
vtwPcGP1B5g,Safaltako suva kamana🤘🙋❤️
vtwPcGP1B5g,Herinna yo prakah saput sir pani amale ko oliko jhole ho
vtwPcGP1B5g,Dheraii ramro xa ❤❤
vtwPcGP1B5g,Tero k.p bau lai kennu bhannu
vtwPcGP1B5g,❤❤❤❤❤😊😊😊
vtwPcGP1B5g,"(1)🇳🇵🎧️🙏🎙️❤️ सबैभन्दा पहिला त प्रकाश दाजुलाई बसन्त मुभिको धेरै धेरै शुभकामना अनि कला र गलालाई सबैले सम्मान गरौं र बसन्त मुभीलाई माया गरेर सर सपोर्ट गरौं है त
सबैले आफ्नो नजिकैको होलमा गएर बसन्त मुभिलाई हेरेर साथ दिनुस् है त।

❤️❤️❤️🇳🇵🇳🇵💐💐🙏🙏🇳🇵🇳🇵
सबैभन्दा त नेपाली भाषी जहाँ जता जुन अवस्थामा भएपनि सबलाई एकमुष्टमा आज फेरि एउटा मनमा लागेको कुरा भन्न गइरहेको छु। हाम्रो प्रकाश सबुत दाजुको बारेमा नमस्कार भन्न चाहन्छु र म सबैजनालाई के भन्न चाहन्छु भने मेरो मनमा लागेको कुरा हुन त सबको आआफ्नो बुझाई आफूआफ्नो सोचाई आफआफ्नो विचार हुन्छ यति मात्रै फरक हो कि कसले कसरी बुझ्छ र कसले कति सोच्न सक्छ भन्ने मात्रै हो कुरा के हो भने

प्रकाश सपुत दाजु मात्रै यस्तो एउटा कलाकार हो कि उसले हरेक सिर्जना गर्दाखेरि खाली विवादको सामना गर्नुपर्छ चाहे उसले बोल्दाखेरि होस् या चाहे उसले कुनै पनि सिर्जना गरोस् तर पनि हरेक कुरामा ऊ विवादमै आउनुपर्छ र विवादमा ल्याइन्छ र विवाद गरिन्छ उसको यो किन यस्तो भइरहेको छ यो कुराको बारेमा चाहिँ मलाई राम्रोसित थाहा भएन किनकि अब कसले कसरी बुझ्छ र कति बुझ्न सक्छ त्यो बुझाइ र भोकैमा फरक पर्ने हो तर पनि म एउटा नेपाली भएको भएर आफ्नो देशमा आफ्नो कला क्षेत्रमा आफ्नो🙏🇳🇵😥💔💔💔"
vtwPcGP1B5g,"(2)🇳🇵🙏🎙️🎧️💔
संगीत क्षेत्रमा भएको कुराहरू देख्दाखेरि साह्रै मन लज्जित हुन्छ किनकि हामी कुन सोसाइटीमा र हामी कुन समयलाई प्रतिनिधित्व गर्दैछौँ त्यही कुरालाई अचम्म लाग्छ भन्न त हामीले भन्छौ कलाकार भनेको देशको गहना हो तर पनि त्यो गहनालाई जहिले पनि उचालेर पछार्ने काम हामी आफैले पनि गरेका छौं जस्तो लाग्छ किनकि एउटा कलाकारलाई कलाकार भएर नै बाँच्न दिनुपर्छ हो मान्छेको

• सबै कुराको गुणमा प्रथ

कोही पनि हुँदैन सबैले भोग्दै र बुझ्दै जाने हो किनभने मलाई त खासै त्यस्तो लाग्दैन प्रकाश सपुतले गल्ती गरेजस्तो किनभने किनभने आफ्नो आफ्नो विचार राख्न पाइन्छ त्यसैको लागि त लोकतन्त्र आएको त मान्छेले लोकतन्त्र आयो भन्छन् तर पनि मलाई जहाँसम्म लाग्छ यो लोकतन्त्र आएर पनि आफ्नो विचार राख्न पाइँदैन भने यो

लोकतन्त्र गणतन्त्र आएको के नै अर्थ हुन्छ र र अर्को कुरा पटकपटक प्रकाश सबुत माथि नै आक्रमण हुन्छ किन यसरी हामी😥😥😥💔💔💔💔कलाकारलाई
व्यक्तिगत रुपमा भन्दा पनि कलाकारको कलालाई हेर्ने हो र उसले प्रस्तुति दिएको चिजहरुलाई के राम्रो के नराम्रो भनेर छुट्टाउने हो किनभने प्रकाश सपुतको बारेमा पटकपटक यस्तो हुँदाखेरि मनमा एउटा के डर लाग्छ भनी भोलि मेरो देशको कला क्षेत्र कतातिर र कुन बाटो लिँदैछ जस्तो लाग्छ किनभन्दाखेरि एउटा नयाँ जेनेरेसनको केटा एउटा कलाकार आफ्नो कला लिएर आउँदाखेर🇳🇵❤️🎙️😥😥💔💔💔"
vtwPcGP1B5g,"(3)

🇳🇵🙏😥💔यसरी त मान्छेको मनबल घट्छ त्यसै त हाम्रो नेपाली फिल्म दुनिया अलिकति सानो छ खासै फराकिलो छैन झन् त्यहीमाथि पनि एकले अर्कालाई उचालेर पछार्ने गर्न थाल्यो भने र एउटा कलाकारलाई एउटा राजनीतिक हिसाबले नहेरौ भन्न चाहन्छु र अर्को कुरा के भन्न चाहन्छु भने पटकपटक जातको कुरा आउँदाखेरि मैले कतिपय मान्छेले भनेको सुन्छु जातहरु छैन अहिले हटिसक्यो हटिसक्यो भने नवराज बिकाको घटनापछि फेरि प्रकाश सपुत प्रकाश

● सपुत पछि फेरि अहिले

हालै हालै खेम सुनसरीलाई जातकै कारणले हैन कति गाली क्लोज गरेका थिए त्यसैले मान्छेले भनाई र बुझाएर भोगाइमा फरक पर्छ। मान्छेहरुले भन्न त भनेका छन् जात छैन तर पनि भोग्ने मान्छेलाई थाहा हुन्छ कि कतिसम्मको पीडा हुन्छ भनेर र अर्को कुरा कलाकारको कुनै पनि जात हुँदैन जस्तो लाग्छ कलाकारले आफ्नो एउटा धर्म निभाउने हो तर पटकपटक एउटा कलाकारलाई पटकपटक आक्रमण हुँदाखेरि भोलि आउने नयाँ पुस्ताहरूले के सिक्नु र अर्को कुरा मलाई जहाँसम्म लाग्छ यो पटक पटक जातको कुरा उठ्नु भनेकै मान्छेले जबसम्म आफ्नो नामको पछाडिको थर मुखले भनेको त धेरै सुनिन्छ पटकपटक जात छैन जातभात भनेको केही होइन तर पटकपटक त्यही जातको कारणले गर्दा एउटा कलाकार होस् या जुनसुकै क्षेत्रमाछ होस् एउटा हटाएर😥💔💔😥"
vtwPcGP1B5g,"(4)

नेपाल मात्र राख्दैन

तबसम्म जाति विभाजित घटना भनेको भइराख्छ र कहिले पनि हट्दैन जस्तो लाग्छ किन भन्दाखेरि छुट्टै नजरले हेरेको पनि पटकपटक देखिन्छ त्यही भएर पनि मलाई जहाँसम्म लाग्छ जबसम्म मान्छेले आफ्नो जा नामको पछाडिको जात हटाएर नेपाल मात्र राख्दैन सबै त्यो सिस्टम लागु हुँदैन तबसम्म यो जातभात एउटा कलाकारलाई स्वतन्त्र भएर उसको कला पस्किनी र उसले ल्याएको सिर्जनाहरूलाई राम्रो कि नराम्रो भनेर भनेको सधैं चलिराख्छ जस्तो लाग्छ है त जबसम्म यो सिस्टम लागू हुँदैन तबसम्म जातको विषयमा लिएर सधैं विवाद हुने नै गर्छ जस्तो लाग्छ यो कहिले पनि अन्त्य हुँदैन जस्तो लाग्छ है मेरो विचारमा चाहिँ र अर्को कुरा प्रकाश सपुतले मात्रै जातको विषयमा कुनै पनि सिर्जना गरेको छैन। हरेक कलाकारहरुले गरिरहेका छन् तर अरुले गर्दा चाहिँ कहिले पनि विवादमा आएको देख्दैन जब प्रकाश सपुतले केही कुरा लिएर आउँछ तब विवादमा आइहाल्नुपर्छ र यसरी नै जाति विवाद हुने भने भोलिका दिनहरूमा जस्तै मगर गुरुङ तामाङ नेवर लिम्बुको बारेमा पनि मुभी बन्दाखेरि भोलि अरु जाति🇳🇵❤️😥"
vtwPcGP1B5g,"(5)

🙏🇳🇵🎙️❤️🇳🇵

जातिले पनि बाइगेट गर्न सक्छ किनभने यो त सधैं चलिराख्ने प्रकृति जस्तो लाग्न थाल्यो त्यसैले एउटा कलाकारको जात भन्दा पनि उसको सिर्जना हेर्नुपर्छ जस्तो लाग्छ है। र जुनसुकै क्षेत्रमा होस् र कलाकारी क्षेत्रमा होस् सबैले सम्मानको साथमा बाँच्न पाउनु र र आफ्नो कलालाई पस्किनु पाउनुपर्छ जस्तो लाग्छ है मेरो विचारमा। र अन्तिममा सबै जाति र सबै भाषा र सबै नेपालीहरूलाई के भन्न चाहन्छु भने कलाकारलाई कलाको हिसाबले हेरौ आफ्नो व्यक्तिगत हिसाबले भन्दा पनि कलाकारलाई कलाको हिसाबले हेर्ने बानी बसाल्नुपर्छ र आफ्नो नेपाली कलाकारलाई सधैं माया र सपोर्ट दिनुपर्छ जस्तो लाग्छ है र अन्तिममा जबसम्म मान्छेले आफ्नो नामको पछाडि थर हटाएर नेपाल राख्दिन तबसम्म यो जाति विवाद भनेको चलिनै राख्छ जस्तो लाग्छ त्यही भएर पनि छुट्टाएर यसरी विवादमा ल्याउनु भन्दा पनि उसले ल्याएको सिर्जनालाई कहाँ गलत भएको छ बरु सच्चाउनको लागि सल्लाह सुझाव दिनु नै सबैभन्दा राम्रो हो जस्तो लाग्छ सबैलाई सम्मान गरौं जय देश जय नेपाल मेरो प्यारो मातृभूमि नेपाल कला र गलालाई सधैं सम्मान गरौं।🙏🇳🇵🎧️🎙️❤️"
vtwPcGP1B5g,🇳🇵❤️💐💐शुभकामना छ मेरो प्यारो दाजुलाई बसन्त मुभिको र कला र गलालाई सबैले सम्मान गरौं र बसन्त मुभिलाई सबैले हेर्न गएर सर सपोर्ट गरी माया गरौं।❤❤❤
vtwPcGP1B5g,Dai Australia Perth ma booking khulne bittika vani halnus husss Most awaited
vtwPcGP1B5g,भैइ  हल्क्सनि 🎉🎉🎉🎉🎉
vtwPcGP1B5g,राजनीति गर्न जानू ... के पि ओलि सग ....
vtwPcGP1B5g,❤
vtwPcGP1B5g,"dubai ma pani dinu la pilz kasari herne

म हजुर लाई ठुला ठुला सुम्नद्र देखि पछय्यको मान्छे हु मुटु"
vtwPcGP1B5g,kpi olile herdinx
vtwPcGP1B5g,Bichara nishal badanet le Garda yo bunee ni janchanyekdin
vtwPcGP1B5g,Best of luck🎉🎉🎉
vtwPcGP1B5g,Wish you a huge success
vtwPcGP1B5g,❤❤❤
vtwPcGP1B5g,Ma Qatar ma waiting gardai xu
vtwPcGP1B5g,Best wishes🎉🎉
vtwPcGP1B5g,All the best❤❤
vtwPcGP1B5g,🎉🎉🎉🎉🎉🎉😮😮😮😮😮😊😊😊😊
vtwPcGP1B5g,Sana youtuber pani agadi badnuparxa aek arkali sipport garera ma pani garidinixu sabaikoma😊😊
vtwPcGP1B5g,Don't worry Dai 'Basant' movie goes on Next leve.It's make new record in filmi house of Nepal . Support from Madhesh Province❤❤
vtwPcGP1B5g,सफलताको शुभकामना
vtwPcGP1B5g,सुर्खेत मा मेरो परिवार पठाउँछु
vtwPcGP1B5g,Jasari.purnabahadur.ko.sarangi.supar.heet.bhayo..tesari.nai.basanta.lai.ni.supar.heet.banaunu.parxa
vtwPcGP1B5g,❤❤
vtwPcGP1B5g,Waoooo nice sir🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤
vtwPcGP1B5g,Best wishes Big brother ❤❤❤❤❤❤
vtwPcGP1B5g,Yo flim chai herincha...dherai vo Nepali movie nahereko pani..yo flim ko trailer ra geet chai ekdam ramro lagyo..
vtwPcGP1B5g,स्वस्तिमा को लागि जानु होला तर सपुत के पी को छोराको के हेर्नु खै?
vtwPcGP1B5g,सफलताको हार्दिक शुभकामना “ चलचित्र बसन्त “
vtwPcGP1B5g,Goodluck
vtwPcGP1B5g,❤❤❤
vtwPcGP1B5g,उखाने र उखानेका झल्लुहरु छदैछन नि हेर्न । आखिर बोकेर हिडेको फाइदा पनि मिल्ला नि त
vtwPcGP1B5g,❤❤
vtwPcGP1B5g,Parkash saput  lai Nepal ko number 1 actor King Bane ko herna chahanu xu 🎉
vtwPcGP1B5g,Best wishes 🙏
vtwPcGP1B5g,Best wishes ❤️
vtwPcGP1B5g,ल है मलाई पनि
vtwPcGP1B5g,best wishes🎉🎉
vtwPcGP1B5g,Best wishes 🎉
vtwPcGP1B5g,"वसन्त फिल्म हेर्नू पर्छ है साथिहरु
कसै कसैले बहिस्कार गर्ने भन्छन   तिनिहरु कहिले फिल्म नदेखेको भुसियाहरु हुन 
Best wishes basanta🎉❤"
vtwPcGP1B5g,Best of luck thank you for the information ❤❤❤❤
vtwPcGP1B5g,❤
vtwPcGP1B5g,Hunxa ta majalee
vtwPcGP1B5g,Sabai le maya gardinu hola❤❤❤
vtwPcGP1B5g,Best of luck
vtwPcGP1B5g,Best wishes 🙏❤❤
vtwPcGP1B5g,❤❤❤
vtwPcGP1B5g,All the best for grand success to BASANTA.❤❤❤❤
vtwPcGP1B5g,Best wishes 🎉
vtwPcGP1B5g,❤❤❤❤❤❤❤❤❤❤
vtwPcGP1B5g,Best wishes
vtwPcGP1B5g,"Pakkai hernu parxa yo film  chai  majja le❤ la hai hajur sabai jana aaunu hola surkhet Bhari ko manxe Birendra nagar Laxmi Hall Ma 
2081 Chaita 22 Gate"
vtwPcGP1B5g,❤❤
vtwPcGP1B5g,Yayyy❤❤
vtwPcGP1B5g,Best wishes
vtwPcGP1B5g,Pakkai pani hernexau❤😊❤❤❤
vtwPcGP1B5g,❤❤❤❤🎉 Best wishes
1Lg1zfdeFTE,❤❤❤
1Lg1zfdeFTE,Phulo ke rang se dil ke k kalm se ...Devand ko prempujari ko tuning ko copy .
1Lg1zfdeFTE,नाईस
1Lg1zfdeFTE,Your big fan didi❤❤
1Lg1zfdeFTE,❤
1Lg1zfdeFTE,❤❤
1Lg1zfdeFTE,"❤
❤❤❤❤😮😮😊"
1Lg1zfdeFTE,Good song
1Lg1zfdeFTE,Sarukhan jasto po dekhinxa ta prakash brother lai😂❤❤❤😅
1Lg1zfdeFTE,दिमाग नै हल्लाउने कला😮😮❤❤
1Lg1zfdeFTE,❤❤❤❤❤
1Lg1zfdeFTE,Good song
1Lg1zfdeFTE,❤❤❤
1Lg1zfdeFTE,Dance super.
1Lg1zfdeFTE,Good luck Basanta ❤
1Lg1zfdeFTE,❤❤❤❤❤❤❤❤
1Lg1zfdeFTE,❤❤❤❤
1Lg1zfdeFTE,Nice ❤❤❤❤❤🎉🎉🎉🎉🎉🎉
1Lg1zfdeFTE,❤❤❤
1Lg1zfdeFTE,❤❤❤❤❤❤❤❤Super hit song❤❤❤❤❤
1Lg1zfdeFTE,Nice
Sz33J60USj0,❤❤❤
Sz33J60USj0,❤❤❤❤❤❤❤❤❤
Sz33J60USj0,Very nice song
Sz33J60USj0,अनुवार न दनुवार पाण्डब सुनुवार 😝😝
Sz33J60USj0,❤❤❤❤❤❤❤❤
Sz33J60USj0,Hero re 😂
Sz33J60USj0,❤❤❤❤❤
Sz33J60USj0,Prakash saput❤
Sz33J60USj0,❤❤❤❤
Sz33J60USj0,Kami koo life xa 😂😂😂! Mooj gar Kami 😂😂
Sz33J60USj0,हेर्दा हेर्दै काले को स्वास्नीलाई कामीले विताई सक्यो। तर घामड कालेलाई मतलब छैन।
Sz33J60USj0,"Sugam sir ko sor, heart touching ❤"
Sz33J60USj0,Film ramro x
Sz33J60USj0,"Singer haru
Abhinaya kam le nai garchhan.

So singing nai thik chha 
Palrakash laai."
Sz33J60USj0,Ramro dherai ramro nice
Sz33J60USj0,यो फिल्म कहिले आउला भनेर पर्खेर बसेका थियौं तर जुन दिन देशको काट्टो खाइरहेको केपिको कार्यक्रममा गयौ तब बाट तिम्रो फिल्म बहिष्कार गर्ने सोच बनाए!! केपि र शेरेको समर्थक देशका प्रमुख सत्रु हुन!! देशका कपुतहरु  प्रेमको हैन घृणाका पात्र मात्र हुन!!!! केपि शेरेको समर्थकलाई म साथी त बनाउदैन अब फिल्म sorry bro. सारङी ३ पल्ट हेरेको मान्छे बसन्तको पर्खाईमा थिए खैर म एउटाले फिल्म हेर्नुले फरक पर्ने त हैन !! तर फरक परेनी नपरेनी आफ्नो तर्फ बाट केपि शेरेसंग जोडिने हरेक ब्यक्ती बहिष्कृत हुनेछन !! जय देश ❤❤
Sz33J60USj0,सफल्ताको शुभकामना छ म पनि हेर्नेछु❤
Sz33J60USj0,मेरो पुरै परिवार यो फिलिम को प्रखाईमा थियौ तर जुन दिन केपि को बखान गरेउ त्यो दिन देखि सबै मुड अफ भयो हेर्न मनै लागेन 😢😢😢 हेर्ने चाहाना हुदा हुँदै पनि हेर्न जाम खुट्टा अगाडि बढेन !
Sz33J60USj0,बधाई छ  प्रकाश दाई दोस्रो विवाह को लागी
Sz33J60USj0,Doubt full couple xa haitt..Kai ta xa haitt
Sz33J60USj0,"Kale dai hererw koma ma xa re hai 
Gupt sutra bata thaha pako😅"
Sz33J60USj0,aba ma ni hero banna janxu😂😂😂
Sz33J60USj0,Boycott
Sz33J60USj0,Wowwww😍😍🤗
Sz33J60USj0,❤❤
